OBJECTID,AREA,TAZ,POPU,WORK,EMP,Length
214,259043.36,4112,1416,520,103,2032.38
215,188174.05,4116,584,277,83,1780.44
216,628421.89,3105,1974,601,1459,3883.25
217,993442.89,3207,1471,431,1029,4513.6
218,1500519.11,3206,1351,559,155,5308.07
219,495273.27,5124,88,29,977,3885.76
220,712696.05,5214,226,87,224,4306.99
221,1682792.38,5204,912,335,52,5790.53
222,3283703.56,5208,2541,1007,459,7968.34
223,765165.32,5123,1491,612,192,3830.18
224,1327009.17,5315,16,16,556,5541.54
225,2538056.15,5306,39,22,12,6966.82
226,1167990.93,3201,2773,1508,334,8023.46
227,838826.85,3208,4254,2005,277,4227.61
228,466614.06,3209,897,368,329,3068.93
229,1005726.77,3301,151,116,249,5978.77
230,1931950.09,3333,696,451,485,6196.95
231,1227285.13,3315,983,567,2487,4748.64
232,627138.46,3316,978,424,212,3404.61
233,2427981.12,3318,1283,731,233,7861.52
234,492534.02,8102,38,6,1193,5606.44
235,7026293.86,6312,537,218,6,11236.33
236,1420367.36,6314,108,47,184,4935.11
237,511279.82,7102,2169,626,301,3289.76
238,424860.69,7112,1390,481,152,2780.69
239,241778.11,7111,1118,290,197,2007.09
240,1863714.12,6106A,136,46,747,8820.32
241,760849.16,6106,1677,387,803,9146.3
242,134490.58,7121,368,118,0,1678.15
243,4774357.89,6103,1974,715,2100,8803.73
244,2297878.23,5213,1547,715,847,7589.6
245,1615399.57,6205,1519,817,373,5870.07
246,693569.86,6206A,209,111,221,5122.93
247,3389458.48,6209,1910,1005,109,8851.15
248,1507771.77,6206,30,30,3556,7469.18
249,1376225.84,6208,172,105,78,5153.93
250,1760954.38,5201,558,300,190,5560.83
251,1293175.07,5209,2552,1049,405,4934.3
252,5078748.83,6315,1803,964,1551,9141.23
253,1622356.81,6210,1303,619,54,6073.46
254,1173716.03,6317,2635,1344,680,4625.07
255,2248640.31,6316,1417,736,318,7656.45
256,1999435.14,6307,487,320,262,5898.71
257,1047329.41,6322,870,261,55,5002.52
258,1825855,6321,3908,1887,1311,5707.92
259,1493376.64,6325,3566,2080,300,5254.75
260,442076.95,7117,1564,729,74,2667.45
261,724317.67,8206,171,110,953,5163.64
262,484547.16,7203,677,325,103,3669.69
263,1663045.99,7207,4436,2117,718,5333.24
264,375755.89,7209,1308,537,103,2496.78
265,837439.71,7214,2152,986,75,3738.53
266,498614.63,7204,1653,625,131,2949.48
267,629831.62,7210,3266,1238,224,3634.52
268,314045.6,7216,1314,648,157,2295.71
269,223674.47,7215,680,262,30,2070.41
270,459747.4,7212,1585,535,71,2835.47
271,367313.62,7115,1344,615,35,2553.43
272,457951.01,7116,767,402,222,3988.68
273,2590943.97,6204,3859,1842,1065,7784.02
274,1291504.3,6203A,615,318,223,10198.19
275,492297.03,6211,665,284,90,7442.56
276,705692.38,7219,1359,589,122,4426.13
277,210253.89,6203,88,52,0,2707.5
278,513059.73,7220,1433,587,176,3076.08
279,318557.96,7217,1190,594,112,2502.15
280,340829.94,7218,1190,575,12,2751.42
281,211777.78,7307,13,9,95,2867.02
282,405386.28,7201A,249,96,737,3814.96
283,526848.14,7202,635,335,158,4326.83
284,364541.22,7205,1906,693,148,2946.63
285,36258.94,7205A,143,90,7,1119.88
286,599885.6,7206,1933,923,379,3839.84
287,576775.3,7208,2385,1067,316,3221.26
288,1011620.35,6201,1533,781,546,7442
289,2299143.77,6202,2098,835,542,6652.43
290,420231.3,7213,953,395,35,2582.32
291,328391.97,6101,327,89,265,3372.9
292,610235.39,6102,1237,520,128,4043.49
293,593323.11,7114,2315,798,71,3463.16
294,676972.32,7211,2789,1048,252,3397.7
295,525144.74,7113,328,9,28,3020.49
296,296904.12,7125,351,84,676,2350.89
297,213492.21,7118,584,214,95,1982.64
298,1098419.05,6313A,22,11,54,6357.57
299,2593226.06,5212A,38,23,801,8753.77
300,150287.24,5211,226,94,0,3255.07
301,1710176.31,5304,15,7,0,5212.76
302,1980199.41,5305,378,174,93,5664.24
303,809115.95,5210,970,500,230,3742.19
304,897291.07,6107,1548,189,890,5845.81
305,27896.51,6107A,380,26,54,673.59
306,163388.12,64,107,64,560,2048.98
307,292644.52,5102,286,211,1424,2277.45
308,293002.24,5110,222,137,1453,2878.79
309,165666.87,5109,559,302,477,1762.18
310,211598.07,5111,365,325,256,1904.59
311,1666327.99,5117,351,149,1593,6554.69
312,616052.18,4101,2864,933,581,3246.24
313,180994.87,5112,722,347,153,1887.42
314,472113.07,5113,1993,740,233,2802.46
315,102217.16,7103,312,67,193,1242.06
316,201713.49,7104,376,57,201,2049.49
317,221872.68,7123,809,303,18,2005.19
318,190903.32,33,56,3,221,1838.55
319,233699,37,324,99,615,2451.75
320,64224.21,34,89,25,104,1064.57
321,38720.24,61,50,11,255,882.13
322,46077.83,62,93,35,62,896.82
323,131210.87,7109,585,203,77,1502.23
324,103796.59,7122,350,138,48,1298.76
325,124989.26,7105,463,180,176,1481.62
326,84008.54,7107,470,164,213,1572.63
327,125725.94,7108,751,222,246,1709.02
328,135615.92,7110,625,159,92,1485.58
329,149890.98,7106,222,30,3130,1624.74
330,96242.61,36,228,56,315,1493.28
331,97772.53,60,116,34,323,1853.31
332,50033.25,63,666,86,192,1433.31
333,856900.81,5118,3593,1486,962,3766.86
334,380040.36,5115,1434,749,225,2465.24
335,608677.25,5121,3077,801,422,3663.76
336,319437.73,5125,640,183,486,2513.44
337,379095.87,5120,1302,259,299,2887.48
338,223518.88,5116,913,560,413,1893.86
339,268073.04,5114,1178,353,51,2302.32
340,582866.84,5119,1664,529,1370,3286.37
341,34719.23,41,59,43,3567,765.8
342,80347.46,48,161,114,438,1162.23
343,63409.28,13,132,71,115,1063.76
344,109747.66,14,50,31,881,1318.12
345,52741.09,44,5,5,209,1000.86
346,78544.46,45,412,314,150,1147.29
347,128107.95,3121,531,215,55,1494.57
348,356025.94,5106,1352,888,444,2486.45
349,82816.01,46,159,115,378,1169.27
350,174975.14,3123,358,116,694,1800.52
351,270989.07,3136,167,55,101,2432.4
352,143794.51,5107,640,421,90,1627.01
353,134993.49,50,267,44,988,1488.72
354,121773.36,5103,263,183,763,1508.37
355,212663.63,5104,674,516,583,1922.42
356,165072.88,68,241,211,1504,1629.93
357,206126.23,5108,849,664,314,1951.79
358,82205.45,66,6,6,1948,1177.59
359,102216.66,47,304,50,642,1296.97
360,64787.87,18,14,14,994,1107.75
361,52029.42,19,114,34,3998,967.12
362,82432.76,43,137,66,2331,1449.77
363,215830.37,4103,844,212,70,1848.34
364,130626.28,3124,586,214,137,1472.07
365,66121.42,3135,330,45,26,1184.93
366,111902.26,3137,299,72,30,1386.71
367,108172.31,3101,272,36,28,1373.35
368,37276.66,3112,32,32,26,768.93
369,98935.84,3114,305,146,543,1510.4
370,144376.55,3122,557,182,285,1590.29
371,185335.48,3111,324,94,64,1735.16
372,89628.36,3103B,569,68,114,1319.8
373,146311.68,3110,354,129,193,1570.3
374,231569.69,3108,756,159,96,1974.13
375,74555.57,3113,212,148,293,1106.16
376,141193.35,3115,314,123,1218,1575.5
377,129046.7,3109,629,193,190,1491.18
378,2403680.23,9201,2601,1240,248,8479.63
379,1642833.22,9320,1911,1035,277,6182.99
380,1042988.57,9306,958,528,106,7076.64
381,1328085.33,9319,2113,1109,137,5405.55
382,848138.21,9318,1383,858,293,3959.23
383,2967214.87,9225,45,45,2221,7949.34
384,1031623.04,1401A,228,118,224,4641.29
385,860661.07,1301,1212,614,406,4035.65
386,676541.65,9308,77,46,29,3757.4
387,923166.24,1308,2897,1478,982,5899.19
388,898694.31,1306,946,425,264,4294.93
389,1667474.14,9316,2143,1567,1829,5022.89
390,2146113.07,9317,1657,695,2040,7430.15
391,1391426.73,1321,971,496,696,5042.05
392,1716443.79,1324,3091,1699,608,5362.42
393,1023378.64,1325,2516,1255,1102,4909.75
394,1650406.98,1326,2744,1313,487,5347.01
395,355371.17,9229,116,13,4341,3026.43
396,704664.69,9230,2833,1987,459,4858.66
397,318629.14,9231A,420,236,2139,3658.52
398,1099969.03,9233,1187,377,193,4455.91
399,169609.63,9235,60,45,2059,2645.54
400,495437.6,9111,646,391,2501,3258.24
401,317464.92,9102,590,350,26,2245.62
402,318901.07,9105,344,238,1586,2382.52
403,313004.14,9120,989,559,140,2816.03
404,668457.98,9211,1375,632,187,3319.18
405,772905.05,9202,1069,555,98,3959.28
406,2096881.6,9214,2693,1439,225,6813.22
407,1109403.51,9205,1833,761,344,5074.35
408,1579969.15,8205,906,775,1104,6613.81
409,483905.29,9218,613,303,109,5105.93
410,264958.48,9216,500,210,29,2362.96
411,226602.63,9207,676,378,7,2046.46
412,41804.37,9213,65,43,0,839.94
413,530482.02,9208,446,199,162,3167.34
414,774807.65,9222,1895,888,248,3932.84
415,205621.77,9218A,509,51,337,2306.84
416,956101.19,9215,132,77,118,4008.26
417,2537052.48,9206,4217,2179,869,7691.53
418,534267,9220,1220,690,122,3031.02
419,312307.34,9219,819,427,45,3215.34
420,616402.96,9224,1478,807,234,3958.11
421,207484.27,9108,847,692,151,1935.98
422,441531.75,9119,1144,628,554,3925.92
423,398365.29,9109,996,628,751,2892.28
424,642044.47,9101,2215,1657,1796,3693.41
425,100087.55,9107A,441,352,188,2249.73
426,62283.24,9107B,41,8,108,1050.16
