OBJECTID,AREA,TAZ,POPU,WORK,EMP,Length
468,144376.55,3122,557,182,285,1590.29
469,185335.48,3111,324,94,64,1735.16
470,89628.36,3103B,569,68,114,1319.8
471,146311.68,3110,354,129,193,1570.3
472,231569.69,3108,756,159,96,1974.13
473,74555.57,3113,212,148,293,1106.16
474,141193.35,3115,314,123,1218,1575.5
475,129046.7,3109,629,193,190,1491.18
476,102499.57,9201A,0,0,75,4144.44
477,2403680.23,9201,2601,1240,248,8479.63
478,1642833.22,9320,1911,1035,277,6182.99
479,1042988.57,9306,958,528,106,7076.64
480,1328085.33,9319,2113,1109,137,5405.55
481,848138.21,9318,1383,858,293,3959.23
482,2967214.87,9225,45,45,2221,7949.34
483,1031623.04,1401A,228,118,224,4641.29
484,860661.07,1301,1212,614,406,4035.65
485,676541.65,9308,77,46,29,3757.4
486,923166.24,1308,2897,1478,982,5899.19
487,898694.31,1306,946,425,264,4294.93
488,1667474.14,9316,2143,1567,1829,5022.89
489,2146113.07,9317,1657,695,2040,7430.15
490,1391426.73,1321,971,496,696,5042.05
491,1716443.79,1324,3091,1699,608,5362.42
492,487213.1,1348,0,0,1136,3954.47
493,1023378.64,1325,2516,1255,1102,4909.75
494,1650406.98,1326,2744,1313,487,5347.01
495,355371.17,9229,116,13,4341,3026.43
496,704664.69,9230,2833,1987,459,4858.66
497,318629.14,9231A,420,236,2139,3658.52
498,1099969.03,9233,1187,377,193,4455.91
499,169609.63,9235,60,45,2059,2645.54
500,495437.6,9111,646,391,2501,3258.24
501,317464.92,9102,590,350,26,2245.62
502,318901.07,9105,344,238,1586,2382.52
503,313004.14,9120,989,559,140,2816.03
504,668457.98,9211,1375,632,187,3319.18
505,772905.05,9202,1069,555,98,3959.28
506,2096881.6,9214,2693,1439,225,6813.22
507,1109403.51,9205,1833,761,344,5074.35
508,1579969.15,8205,906,775,1104,6613.81
509,483905.29,9218,613,303,109,5105.93
510,264958.48,9216,500,210,29,2362.96
511,226602.63,9207,676,378,7,2046.46
512,530482.02,9208,446,199,162,3167.34
513,774807.65,9222,1895,888,248,3932.84
514,205621.77,9218A,509,51,337,2306.84
515,164618.27,9117,0,0,433,2244.63
516,120728.99,9217,0,0,287,2555.48
517,956101.19,9215,132,77,118,4008.26
518,2537052.48,9206,4217,2179,869,7691.53
519,534267,9220,1220,690,122,3031.02
520,312307.34,9219,819,427,45,3215.34
521,616402.96,9224,1478,807,234,3958.11
522,207484.27,9108,847,692,151,1935.98
523,441531.75,9119,1144,628,554,3925.92
524,398365.29,9109,996,628,751,2892.28
525,642044.47,9101,2215,1657,1796,3693.41
526,100087.55,9107A,441,352,188,2249.73
527,62283.24,9107B,41,8,108,1050.16
528,487281.63,9118,629,282,379,3527.26
529,214657.81,9221,250,146,346,2198.82
530,106750.62,9223,94,44,649,1467.5
531,219094.82,9107,795,584,847,2073
532,153483.04,9110,514,345,315,1809.09
533,175805.58,9106,426,304,478,1728.69
534,429808.54,9227,635,246,6,3233.31
535,616511.76,9204,813,355,356,3537.75
536,641436.99,9236,1360,822,494,3528.45
537,988305.98,9210,1283,537,232,4081.54
538,173223.98,9209,0,0,922,1975.55
539,771846.68,9203B,97,49,41,4112.38
540,261968.96,9226,469,279,360,2198.12
541,629579.5,9228,985,434,95,3407.66
542,1788242.32,9404A,2507,1740,572,8517.39
543,6543164.03,9302A,281,242,1613,13875.23
544,2317322.01,9406,1405,726,113,8118.78
545,1096544.1,9311,2682,1370,567,4801.59
546,495500.43,9314A,1298,929,141,3552.1
547,1294145.82,9310,2312,1478,387,5506.14
548,100505.13,9321,181,174,1078,2067.31
549,138569.37,9307,139,66,740,2026.86
550,1041392.5,9309,409,231,164,4879.24
551,71327.85,9314,74,48,12,1605.85
552,895500.43,9322,705,464,31,3838.12
553,876630.71,9324,1937,1551,676,4539.28
554,97502.47,9307B,161,115,6,1490.92
555,40361.26,9321A,222,160,10,826.96
556,921634.45,9322A,1087,727,92,4029.55
557,2695986.58,9315,5772,3998,3696,7626.26
558,219154.4,9315A,397,200,240,3075.37
559,2178506.72,9405,2487,1226,295,6065.06
560,964815.68,9305,676,396,201,4994.12
561,152591.29,9306A,29,12,4,2382.47
562,1029657.97,1323,2813,1587,492,4313.5
563,414101.37,9234,44,37,2321,2998.71
564,545890.82,1224,3733,2219,829,3074.28
565,840892.61,1203,1794,1010,447,3652.5
566,506474.47,1225,3659,2064,415,2972.47
567,526643.27,1216,1714,1043,176,3100.34
568,211961.02,1221,694,435,70,1854.47
569,131346.75,1222,771,414,29,1552.98
570,373674.76,1228,2359,1452,145,2778.27
571,651117.32,1214A,0,0,151,3990.56
572,156308.24,1213A,44,30,44,2090.63
573,244456.85,1227,1764,952,73,2381.64
574,277844.95,1103,2903,1627,118,2240.97
575,122269.55,1113,985,302,100,1611.5
576,106489.63,1123,355,63,144,1390.74
577,236610.51,1127,1096,331,308,2274.52
578,164346.31,1126,552,268,294,2087.3
579,1017865.91,1231,3008,1180,369,5038.88
580,591454.97,1232,2900,941,203,3562.21
581,1563983.49,1101,9588,3317,20589,6205.66
582,290347.89,9103,0,0,948,2272.15
583,183001.51,1117A,0,0,3752,1775.56
584,163812.27,1118,434,256,55,2216.78
585,273806.68,1132,122,15,6742,2398.81
586,371643.65,1115,3678,2249,1170,2512.45
587,98453.28,1116,591,348,293,1396.75
588,120597.28,1119,505,390,98,1369.1
589,243233.2,1114,1811,1010,766,2076.86
590,500080.07,1130,2380,1316,368,3509.22
591,92358.49,9104,0,0,97,1220.15
592,693022.68,1133,5,0,1487,3538.21
593,233099.89,1120,1294,906,711,2063.75
594,73112.48,1121,380,249,89,1665.13
595,225565.35,1129,969,736,171,2331.61
596,67044.59,1136A,31,8,1432,1592.87
597,183122.46,1128,547,329,640,1861.39
598,160126.03,1122,915,280,509,1660.07
599,246715.25,1226,2462,1283,1044,2210.16
600,207115.65,1102,2540,1230,984,1883.88
601,574197.89,1322,1342,793,470,3263.76
602,771733.2,9232,195,79,507,4853.34
603,878386.21,1201,2836,1867,950,4059.31
604,287744.18,1218A,687,390,343,3214.1
605,582219.4,1202,1658,950,655,3307.16
606,67334.97,1218,228,128,116,1752.44
607,361587.1,1217,1157,760,296,2815.48
608,289747.01,1220,1450,836,263,2526.28
609,184852.31,1223,923,482,181,2039.03
610,159820.45,1219,536,330,236,1663.24
611,893772.13,1105,163,86,913,3953.54
612,181679.31,1112,1236,292,42,1903.43
613,78940.45,1111,0,0,540,1840.26
614,412191.43,1230,125,49,335,3237.03
615,482233.09,1106,1649,469,413,3322.96
616,597429.3,1108,1075,309,361,3115.55
617,742521.94,1107,2150,371,366,3733.72
618,275578.98,1139,466,88,126,2184.06
619,508202.08,1140,912,224,483,2861.49
620,399628.3,1110,61,0,620,2874.74
621,154575.47,1125,153,72,268,1780.82
622,311332.07,1138,160,27,435,2723.51
623,117348.14,1124,304,106,498,1402.13
624,69794.05,1109,0,0,114,1326.96
625,150175.7,1229,711,404,145,1835.31
626,203175.08,1104,1556,1054,52,1969.91
627,1326562.64,1205,3822,1780,226,6098.88
628,165183.05,1204,0,0,362,2335.25
629,1230998.59,1212,3615,1675,363,4448.96
630,99697.19,1215,0,0,199,2327.88
631,744957.62,1406,0,0,1926,4051.43
632,676442.56,1304,626,339,429,3752.46
633,1248051.2,1305,2275,1140,275,4694.73
634,1131633.65,1312,1903,1047,623,4794.12
635,1432032.2,1311,1725,1015,1013,5069.97
636,1781335.39,1313,3319,2141,674,6153.76
637,153978.61,1344A,196,118,62,1947
638,918662.9,1344,166,78,2907,5607.68
639,1358468.76,1318,2876,1412,620,5074.06
640,1166263.75,1319,1693,808,1447,4983.58
641,1104345.61,1314,2434,1281,132,4659.7
642,1365747.11,1316,2929,1539,260,6341.46
643,960079.34,1320,1362,714,454,4366.86
644,150524.96,1308A,103,66,81,3097.47
645,210270.66,1309A,29,14,124,3139.3
646,118926.59,1310A,114,50,470,1387.97
647,198798.26,1401,252,117,306,2341.83
648,756540.57,1408,1581,824,562,3889.91
649,610894.99,1404,1353,700,639,3473.56
650,188344,1408A,0,0,530,3144.84
651,1437442.83,1317,2010,1064,247,4961.13
652,77015.42,1307,20,7,170,2350.76
653,178275.2,1347A,309,158,406,2543.61
654,1236200.91,1327,2185,877,223,4638.85
655,316221.96,1307B,824,649,904,4441.77
656,128662.72,1345A,390,339,378,2060.05
657,111254.48,1307C,41,23,305,1482.96
658,607126.79,1405,571,468,3080,5151.21
659,833151.5,1405A,617,566,2823,5282.33
660,1556967.19,1414,4842,2791,560,5627.37
661,194718.51,1430A,201,122,228,2675.72
662,139763.89,1302B,519,284,274,2151.53
663,147922.64,1413,79,56,618,1633.41
664,124564.24,1302A,79,38,536,1562.81
665,378748.14,1303A,662,145,573,4781.43
666,999789.01,5205,1474,596,342,4098.03
667,1012036.4,5206,1487,609,130,4149.76
668,2832921.65,4212,409,177,141,8651.76
669,45474.94,3302,0,0,509,920.01
670,807885.94,3303,1205,444,481,3808.9
671,817516.76,3304,1141,550,157,3636.9
672,460559.15,3215,1291,792,488,3059.71
673,1353969.61,4207,2904,1383,842,5193.46
674,1153338.25,4208,3356,1613,151,4547.13
675,318800.15,3305,247,137,137,2438.09
676,3071952.86,4209,4317,2311,901,7911.47
677,2137706.15,4311,50,37,7,9661.52
678,669812.72,4309A,158,92,130,4199.81
679,1648693.77,4307,822,298,331,6359.92
680,888978.08,4308,571,295,2,4906.21
681,2784113.15,4335,26,10,438,9892.25
682,2223800.81,4334,1918,1037,253,6510.86
683,702877.78,4339,0,0,85,4425.62
684,3176375.08,4316,40,40,535,7689.33
685,502133.77,4338,515,395,505,3157.05
686,1723810.3,4306,1422,727,103,6939.99
687,1893670.73,5302,964,443,453,6074.97
688,2854591.74,4213,201,96,549,6994.69
689,3174389.47,5301,1757,712,326,7111.05
690,2375507.02,5308,74,38,1332,6414.73
691,1711316.96,4317,1583,719,13,6168.65
692,3233552.99,4319,601,302,11,7597.71
693,757795.25,5307,387,104,32,4088.42
694,2373829.39,5207,2851,1376,594,6181.32
695,2307203.03,4310,859,493,248,6824.04
696,1475221.36,3205,2112,968,855,5056.12
697,235824.32,4110,1191,367,66,2056.4
698,536973.1,4109,2321,987,140,2935.26
699,338199.15,4108,776,264,69,2362.73
700,568513.79,4216,252,0,1508,3910.96
701,997705.95,4204,0,0,1293,6139.57
702,2352799.82,4211,1474,733,1957,8148.86
703,785803.3,3204,2457,1479,1164,3554.92
704,897431.34,4205,1244,538,771,5044.04
705,790928.35,4206,1179,531,232,3768.05
706,596311.68,4203,914,442,353,3395.64
707,1357724.2,4201,2394,966,1560,5002.1
708,655831.85,4202,1156,446,577,3591.54
709,288975.58,5216,0,0,550,2280.77
710,283288.58,5215,0,0,287,2351.04
711,805284.6,4114,1969,834,156,3580.27
712,140442.39,4115,440,189,64,1522.94
713,192384.67,4113,787,293,55,1814.85
714,120021.42,3119,289,83,73,1514.92
715,806899.86,3118,1410,322,147,3916.02
716,183359.11,3128,38,27,224,1920.06
717,329223.04,3127,1130,447,305,2802.25
718,234461.81,3131,471,189,5,1919.37
719,280729.43,4107,807,270,111,2125.81
720,244345.58,4105,947,350,18,1974.81
721,112225.35,3132,233,61,131,1713.22
722,332150,4106,1070,320,57,2333.53
723,160792.07,3126,455,164,122,1656.67
724,80730.38,3133,149,42,54,1342.46
725,144104.51,3139,508,94,44,1566.81
726,243259.84,3117,1036,360,373,2021.3
727,260508.68,3129,24,11,263,2708.8
728,110147.75,3130,159,35,31,1434.98
729,1278761.7,4210,1896,1078,82,4934.98
730,987906.72,4215,485,361,56,4363.46
731,631769.2,4214,1565,1077,447,3884.46
732,1254772.94,3202,2601,1262,572,4704.46
733,1362314.84,3212,2386,1244,653,4984.02
734,868956.79,3213,2435,1226,600,3779.2
735,1462195.79,3211,4016,1811,769,5337.15
736,811561.66,3203,2502,1153,356,3631.73
737,899961.54,3214,2001,896,450,3972.69
738,246485.86,3210,678,257,390,2236.59
739,1949649.56,4312,156,74,114,6285.09
740,2596978.47,4315,116,49,852,7188.29
741,1855437.31,4337,4151,2288,137,7090.56
742,471984.5,4327,862,366,249,3956.3
743,2783462.58,4324,280,108,67,6794.08
744,1338073.97,4326,50,38,3,5780.02
745,1443947.97,4323,94,55,243,7118.48
746,496947.74,4328A,664,335,99,4003.2
747,81086.25,4328,176,84,118,1321.53
748,123088.98,4330,103,31,254,2297.28
749,1660716.24,4333,232,136,447,6523.05
750,627004.64,4301,1010,505,620,3641.4
751,1078317.64,3324,3946,1881,399,4419.46
752,1196461.8,3317,45,8,335,5161.85
753,2682667.74,3310,5073,3038,1391,7729.34
754,1703988.74,3320,3005,1669,618,5359.76
755,1356234.18,3325,2075,1136,214,5210.28
756,1869179.55,4303,607,489,1659,6129.52
757,1160097.52,3319,1829,1142,201,4459.67
758,593709.9,3335,1691,908,588,3713.03
759,759973.91,4332,1741,1138,408,4396.25
760,1200408.08,4336,209,10,1767,5903.75
761,1015202.6,4302,1877,1178,721,5850.65
762,1043724.89,4331A,868,464,3491,4079.02
763,944291.41,3313,3566,1785,201,4365.01
764,610259.22,3312,1163,651,406,3169.69
765,813387.98,3311,1426,673,511,3649.17
766,356311.22,3307,715,361,518,2498.93
767,596127.04,3322,1534,780,220,3076.64
768,743355.98,3323,1463,692,318,3689.24
769,266377.93,3306,650,334,100,2152.56
770,229952.07,3308,370,240,720,1926.44
771,418148.07,3321,962,540,80,2585.75
772,154809,3309A,88,62,459,1848.11
773,1033657.59,3314,2809,1506,659,4302.07
774,1286856.66,3327,3041,1857,80,4519.97
775,579419.98,3330,515,285,20,4012.08
776,3410.37,3332,0,0,213,307.92
777,290927.7,2306,0,0,43,3496.72
778,290857.62,2305,90,18,13,2195.28
779,1519911.05,1338,1608,748,839,7211.06
780,1438965.39,1340,1472,772,166,6063.66
781,4571806.46,2413,3426,1760,218,9500.76
782,1341040.21,2414,190,73,57,6511.64
